,track_id,speed,lon_acc,lat_acc,time,type,moving,img_x,img_y,img_angle,coord_id,Lane,trigger
101292,1605,33.8781,1.1558,-0.5567,616.8,Motorcycle,True,506,1375,6.258015979373687,620,1.0,False
101293,1605,35.4282,1.0101,-0.8895,617.2,Motorcycle,True,535,1373,6.227669345318578,633,1.0,False
101294,1605,37.0065,1.2086,-1.0677,617.6,Motorcycle,True,565,1371,6.186069056212617,647,2.0,True
101295,1605,38.8077,1.2598,-0.9013,618.0,Motorcycle,True,595,1367,6.140998379113193,666,2.0,False
101296,1605,40.5022,0.9997,-0.4114,618.4,Motorcycle,True,628,1362,6.11505862329222,680,2.0,False
101297,1605,41.4023,0.2355,0.1877,618.8,Motorcycle,True,661,1356,6.111290712565107,670,2.0,False
101298,1605,41.2553,-0.3105,0.7453,619.2,Motorcycle,True,695,1350,6.128082913932165,687,3.0,True
101299,1605,40.8466,-0.2642,1.0703,619.6,Motorcycle,True,728,1345,6.164299822081708,703,3.0,False
101300,1605,40.547,-0.1142,1.1003,620.0,Motorcycle,True,761,1342,6.207332968328421,719,3.0,False
101301,1605,40.2655,-0.396,0.8915,620.4,Motorcycle,True,795,1340,6.2432767661250885,734,3.0,False
101302,1605,39.3335,-0.8843,0.6383,620.8,Motorcycle,True,827,1339,6.270948505969523,752,3.0,False
101303,1605,37.9771,-0.9357,0.4076,621.2,Motorcycle,True,859,1339,0.0064459833963308,769,3.0,False
101304,1605,36.6649,-0.8838,0.2586,621.6,Motorcycle,True,889,1339,0.0175724907287486,785,3.0,False
