,track_id,speed,lon_acc,lat_acc,time,type,moving,img_x,img_y,img_angle,coord_id,Lane,trigger
117127,1844,22.4167,-0.9482,0.1665,747.2,Motorcycle,True,1687,1362,6.187957902048584,909,2.0,False
117128,1844,21.6706,-0.0727,0.0215,747.6,Motorcycle,True,1703,1360,6.192229756891485,922,2.0,False
117129,1844,22.1071,0.634,0.0292,748.0,Motorcycle,True,1721,1359,6.189766125901455,936,2.0,False
117130,1844,23.3479,1.1025,0.1902,748.4,Motorcycle,True,1738,1357,6.194787503357025,949,2.0,False
117131,1844,25.3526,1.5881,0.3061,748.8,Motorcycle,True,1757,1355,6.211714973742854,960,2.0,False
117132,1844,27.466,1.2112,0.2963,749.2,Motorcycle,True,1778,1354,6.231106501914782,982,2.0,False
117133,1844,28.6374,0.5471,0.2009,749.6,Motorcycle,True,1800,1353,6.243613058472321,1000,3.0,True
117134,1844,29.3337,0.3707,0.1379,750.0,Motorcycle,True,1823,1352,6.251101367868037,1017,3.0,False
117135,1844,29.6256,0.0374,0.1179,750.4,Motorcycle,True,1846,1351,6.2563500768419065,1042,3.0,False
117136,1844,29.0652,-0.8826,0.1254,750.8,Motorcycle,True,1870,1350,6.262374702763385,1067,3.0,False
117137,1844,27.415,-1.3177,0.1298,751.2,Motorcycle,True,1892,1350,6.26888449558685,1095,3.0,False
117138,1844,25.6158,-1.0705,0.1302,751.6,Motorcycle,True,1912,1350,6.2764808899605935,1126,3.0,False
117139,1844,24.4011,-0.7794,0.1287,752.0,Motorcycle,True,1932,1349,0.0003511315389994,1142,3.0,False
