,track_id,speed,lon_acc,lat_acc,time,type,moving,img_x,img_y,img_angle,coord_id,Lane,trigger
36567,782,34.8863,1.9194,-1.3305,290.4,Motorcycle,True,1391,1380,0.1279780999014019,397,1.0,False
36568,782,37.1739,1.3487,-1.8728,290.8,Motorcycle,True,1419,1383,0.0458346636794635,428,1.0,False
36569,782,39.1249,1.4565,-1.4073,291.2,Motorcycle,True,1450,1382,6.249844569462848,453,1.0,False
36570,782,41.278,1.4425,-0.4808,291.6,Motorcycle,True,1482,1380,6.220915385703126,477,1.0,False
36571,782,43.1897,1.1981,0.0888,292.0,Motorcycle,True,1515,1378,6.22093103983215,494,1.0,False
36572,782,44.7928,1.0723,0.295,292.4,Motorcycle,True,1550,1376,6.227327272312259,513,1.0,False
36573,782,46.3243,1.052,0.4043,292.8,Motorcycle,True,1586,1374,6.239826287911906,531,2.0,True
36574,782,47.8206,1.028,0.4241,293.2,Motorcycle,True,1623,1372,6.253593358465309,548,2.0,False
36575,782,49.344,1.2098,0.3706,293.6,Motorcycle,True,1662,1371,6.265604698577352,569,2.0,False
36576,782,51.3277,1.3715,0.3467,294.0,Motorcycle,True,1701,1370,6.275283763420168,592,2.0,False
36577,782,52.8108,0.5789,0.379,294.4,Motorcycle,True,1743,1370,0.0012719486185197,630,2.0,False
36578,782,52.2938,-1.269,0.4452,294.8,Motorcycle,True,1785,1370,0.0122789733066541,664,2.0,False
36579,782,49.8757,-2.0193,0.3799,295.2,Motorcycle,True,1825,1370,0.0260485734752267,687,2.0,False
