,track_id,speed,lon_acc,lat_acc,time,type,moving,img_x,img_y,img_angle,coord_id,Lane,trigger
31792,678,33.9853,-0.0992,-0.1825,223.2,Motorcycle,True,408,1366,0.0540503904036731,125,2.0,False
31793,678,33.743,-0.3194,-0.2272,223.6,Motorcycle,True,437,1367,0.043865274993494,135,2.0,False
31794,678,32.9198,-0.768,-0.204,224.0,Motorcycle,True,464,1368,0.0345822924393148,146,2.0,False
31795,678,31.7866,-0.7341,-0.1731,224.4,Motorcycle,True,491,1369,0.0261596979884557,156,2.0,False
31796,678,31.0198,-0.3285,-0.1303,224.8,Motorcycle,True,517,1369,0.01883677996739,165,2.0,False
31797,678,30.7365,-0.057,-0.0433,225.2,Motorcycle,True,542,1370,0.0138997971464247,174,2.0,False
31798,678,30.8259,0.152,0.0911,225.6,Motorcycle,True,567,1370,0.0141858577385138,184,2.0,False
31799,678,31.1904,0.3735,0.2231,226.0,Motorcycle,True,593,1370,0.0222686363717294,196,2.0,False
31800,678,31.8455,0.511,0.2559,226.4,Motorcycle,True,619,1371,0.03585534199724,204,2.0,False
31801,678,32.5752,0.493,0.191,226.8,Motorcycle,True,645,1371,0.0463821166101423,216,2.0,False
31802,678,33.3151,0.5363,0.1078,227.2,Motorcycle,True,672,1373,0.0525264069326989,224,1.0,True
31803,678,34.1,0.5466,0.0477,227.6,Motorcycle,True,700,1374,0.0555376622796446,236,1.0,False
31804,678,34.8854,0.5489,-0.0111,228.0,Motorcycle,True,728,1375,0.0566164122028793,245,1.0,False
31805,678,35.6847,0.5613,-0.1111,228.4,Motorcycle,True,757,1377,0.0549533651800397,254,1.0,False
31806,678,36.4992,0.5667,-0.2465,228.8,Motorcycle,True,786,1378,0.0481282104983962,265,1.0,False
31807,678,37.3196,0.5778,-0.3194,229.2,Motorcycle,True,816,1379,0.0354853008922027,274,1.0,False
31808,678,38.1745,0.6115,-0.2941,229.6,Motorcycle,True,847,1380,0.022151418094622,286,1.0,False
31809,678,39.0996,0.6707,-0.1839,230.0,Motorcycle,True,878,1380,0.0128605510161721,294,1.0,False
31810,678,40.0696,0.6651,-0.0442,230.4,Motorcycle,True,911,1380,0.0082742105727713,305,1.0,False
31811,678,40.994,0.6366,0.1064,230.8,Motorcycle,True,943,1380,0.0095300867205407,315,1.0,False
31812,678,41.9066,0.5972,0.1318,231.2,Motorcycle,True,977,1380,0.0161777430272693,324,1.0,False
