,track_id,speed,lon_acc,lat_acc,time,type,moving,img_x,img_y,img_angle,coord_id,Lane,trigger
113015,1781,17.8847,0.0938,-0.3023,676.8,Car,True,305,1357,6.210991190143174,107,2.0,False
113016,1781,17.8843,-0.2059,-0.3372,677.2,Car,True,319,1356,6.1869695012986,119,2.0,False
113017,1781,17.5781,-0.0901,-0.3139,677.6,Car,True,334,1354,6.158990240257428,125,2.0,False
113018,1781,17.9138,0.5989,-0.183,678.0,Car,True,348,1352,6.136138945389186,140,2.0,False
113019,1781,19.4392,1.5003,0.0123,678.4,Car,True,363,1350,6.1289218103218905,130,2.0,False
113020,1781,21.9458,1.8838,0.12,678.8,Car,True,380,1347,6.134987073476263,149,3.0,True
113021,1781,24.5314,1.6658,0.1503,679.2,Car,True,399,1344,6.144218724101392,161,3.0,False
113022,1781,26.9319,1.6938,0.2962,679.6,Car,True,420,1342,6.152820430498537,180,3.0,False
113023,1781,29.4276,1.7876,0.5978,680.0,Car,True,444,1339,6.171089699003192,181,3.0,False
113024,1781,32.2859,2.1475,0.8884,680.4,Car,True,469,1336,6.210248953989972,193,3.0,False
113025,1781,35.2348,1.8336,0.8882,680.8,Car,True,497,1335,6.252551726811298,206,3.0,False
