,track_id,speed,lon_acc,lat_acc,time,type,moving,img_x,img_y,img_angle,coord_id,Lane,trigger
48989,939,5.5152,0.4856,0.1647,430.0,Medium Vehicle,True,2090,1348,0.2074196328688895,2229,3.0,False
48990,939,6.2783,0.5621,0.1759,430.4,Medium Vehicle,True,2094,1349,0.2344010205667466,2235,3.0,False
48991,939,7.0753,0.5225,0.1316,430.8,Medium Vehicle,True,2099,1350,0.2646937397759217,2244,3.0,False
48992,939,7.7998,0.5086,0.0488,431.2,Medium Vehicle,True,2105,1352,0.287559463197709,2258,3.0,False
48993,939,8.5915,0.5871,-0.0352,431.6,Medium Vehicle,True,2111,1354,0.2948349397018281,2270,3.0,False
48994,939,9.4365,0.5701,-0.1391,432.0,Medium Vehicle,True,2117,1356,0.2852347963586834,2280,2.0,True
48995,939,10.1724,0.4226,-0.2625,432.4,Medium Vehicle,True,2125,1358,0.2583041681303339,2290,2.0,False
48996,939,10.6156,0.2445,-0.376,432.8,Medium Vehicle,True,2133,1360,0.2151042122243431,2303,2.0,False
48997,939,10.9847,0.2456,-0.4159,433.2,Medium Vehicle,True,2141,1361,0.1643291014318681,2316,2.0,False
48998,939,11.2823,0.1665,-0.3669,433.6,Medium Vehicle,True,2149,1362,0.1145072893961205,2323,2.0,False
48999,939,11.2878,-0.2146,-0.253,434.0,Medium Vehicle,True,2158,1363,0.0729060659622873,2334,2.0,False
