,track_id,speed,lon_acc,lat_acc,time,type,moving,img_x,img_y,img_angle,coord_id,Lane,trigger
18828,450,44.2202,-0.4417,0.2993,124.8,Taxi,True,649,1363,0.0445257302265074,160,2.0,False
18829,450,43.5933,-0.4283,0.3326,125.2,Taxi,True,685,1364,0.0550392350221682,170,2.0,False
18830,450,43.0165,-0.3636,0.363,125.6,Taxi,True,720,1366,0.0666268639393066,180,2.0,False
18831,450,42.5643,-0.2736,0.3788,126.0,Taxi,True,755,1369,0.0792586601962006,190,2.0,False
18832,450,42.2249,-0.1844,0.2323,126.4,Taxi,True,790,1371,0.0926854247580388,200,2.0,False
18833,450,42.0465,-0.0647,-0.1175,126.8,Taxi,True,824,1374,0.0976792138522464,210,1.0,True
18834,450,42.1095,0.1464,-0.5101,127.2,Taxi,True,858,1377,0.0850425497356179,220,1.0,False
18835,450,42.3285,0.1126,-0.6042,127.6,Taxi,True,892,1379,0.0597641720738417,230,1.0,False
18836,450,42.2817,-0.2045,-0.4015,128.0,Taxi,True,927,1381,0.0411137758531885,240,1.0,False
18837,450,41.8225,-0.3927,-0.1905,128.4,Taxi,True,961,1382,0.0329419206380539,250,1.0,False
18838,450,41.3064,-0.2747,-0.108,128.8,Taxi,True,994,1383,0.0295728462793327,260,1.0,False
