,track_id,speed,lon_acc,lat_acc,time,type,moving,img_x,img_y,img_angle,coord_id,Lane,trigger
62249,1125,34.0394,0.3968,0.1512,414.0,Car,True,911,1365,0.0572423841345512,275,2.0,False
62250,1125,34.3686,-0.0778,0.1113,414.4,Car,True,939,1367,0.0617466006422606,286,2.0,False
62251,1125,33.6174,-0.8814,0.1121,414.8,Car,True,967,1369,0.0662965629834624,295,2.0,False
62252,1125,32.1815,-1.0134,0.1093,415.2,Car,True,994,1370,0.0713276030928122,306,2.0,False
62253,1125,31.0262,-0.5536,0.0906,415.6,Car,True,1019,1372,0.0762230036343365,316,2.0,False
62254,1125,30.4101,-0.3385,0.0177,416.0,Car,True,1043,1374,0.0799040869073151,325,1.0,True
62255,1125,29.9203,-0.3816,-0.115,416.4,Car,True,1068,1375,0.0783038092097525,335,1.0,False
62256,1125,29.3178,-0.4373,-0.2644,416.8,Car,True,1092,1377,0.0687088648277001,344,1.0,False
62257,1125,28.6383,-0.5175,-0.337,417.2,Car,True,1115,1378,0.0517862688916634,356,1.0,False
62258,1125,27.8012,-0.6406,-0.3255,417.6,Car,True,1138,1379,0.0341351073408278,365,1.0,False
62259,1125,26.8022,-0.7515,-0.2442,418.0,Car,True,1160,1379,0.018227351839168,376,1.0,False
