,track_id,speed,lon_acc,lat_acc,time,type,moving,img_x,img_y,img_angle,coord_id,Lane,trigger
34356,720,29.7081,0.2975,0.1585,320.0,Taxi,True,2193,1370,0.0855674616449406,1905,2.0,False
34357,720,30.014,0.1246,0.1542,320.4,Taxi,True,2216,1372,0.0935603736980259,1919,2.0,False
34358,720,30.0995,0.0117,0.1006,320.8,Taxi,True,2239,1374,0.1010595897702226,1936,2.0,False
34359,720,29.9958,-0.1606,0.0054,321.2,Taxi,True,2262,1376,0.1038523612316835,1952,2.0,False
34360,720,29.7467,-0.1473,-0.1017,321.6,Taxi,True,2285,1378,0.1014982078038717,1966,2.0,False
34361,720,29.7032,0.113,-0.2115,322.0,Taxi,True,2308,1380,0.0936866963193514,1979,1.0,True
34362,720,29.9992,0.2583,-0.2774,322.4,Taxi,True,2330,1382,0.0816559515513724,1996,1.0,False
34363,720,30.2993,0.1264,-0.2832,322.8,Taxi,True,2354,1384,0.0663825188946725,2008,1.0,False
34364,720,30.4173,0.0417,-0.2309,323.2,Taxi,True,2377,1385,0.0537426048595293,2023,1.0,False
34365,720,30.32,-0.2083,-0.1406,323.6,Taxi,True,2400,1386,0.0440541280305271,2037,1.0,False
34366,720,29.7051,-0.6846,-0.0165,324.0,Taxi,True,2423,1387,0.0399216632963814,2050,1.0,False
